575, 174, 172
576, 175, 184
577, 183, 175
578, 223, 183
579, 182, 223
580, 183, 176
581, 181, 180
582, 176, 174
583, 224, 182
584, 224, 155
585, 155, 159
586, 184, 214
587, 226, 184
588, 183, 226
589, 171, 215
590, 190, 188
591, 192, 198
592, 191, 193
593, 188, 195
594, 196, 200
595, 218, 196
596, 200,  66
597, 68, 92
598, 14, 18
599, 18, 21
600, 95, 77
601, 100, 109
602, 109, 108
603, 126,  79
604, 123,  81
605, 133,  83
606, 209, 132
607, 138, 148
608, 210,  46
609, 148, 147
610, 165,  85
611, 162,  87
612, 172,  89
613, 214, 171
614, 215,  58
615, 195,  91
616, 198, 218
617, 221, 144
618, 143, 221
619, 222, 120
620, 116, 222
621, 225, 183
622, 182, 225
623, 226, 159
624, 155, 226
625, 218, 200
